name,symbol,fullname,Second
EMB1054,EMB1054,EMBRYO DEFECTIVE 1054,NA
EMB1057,EMB1057,EMBRYO DEFECTIVE 1057,NA
EMB1058,EMB1058,EMBRYO DEFECTIVE 1058,NA
EMB1059,EMB1059,EMBRYO DEFECTIVE 1059,NA
EMB106,EMB106,EMBRYO DEFECTIVE 106, EMB155--EMBRYO DEFECTIVE 155
EMB1060,EMB1060,EMBRYO DEFECTIVE 1060,NA
EMB1061,EMB1061,EMBRYO DEFECTIVE 1061,NA
EMB1063,EMB1063,EMBRYO DEFECTIVE 1063,NA
EMB1064,EMB1064,EMBRYO DEFECTIVE 1064,NA
EMB1065,EMB1065,EMBRYO DEFECTIVE 1065,NA
EMB1066,EMB1066,EMBRYO DEFECTIVE 1066,NA
EMB1068,EMB1068,EMBRYO DEFECTIVE 1068,NA
EMB1071,EMB1071,EMBRYO DEFECTIVE 1071,NA
EMB1073,EMB1073,EMBRYO DEFECTIVE 1073,NA
EMB1074,EMB1074,EMBRYO DEFECTIVE 1074,NA
EMB1076,EMB1076,EMBRYO DEFECTIVE 1076,NA
EMB1077,EMB1077,EMBRYO DEFECTIVE 1077,NA
EMB1079,EMB1079,EMBRYO DEFECTIVE 1079,NA
EMB108,EMB108,EMBRYO DEFECTIVE 108,NA
EMB1081,EMB1081,EMBRYO DEFECTIVE 1081,NA
EMB1082,EMB1082,EMBRYO DEFECTIVE 1082,NA
EMB1084,EMB1084,EMBRYO DEFECTIVE 1084,NA
EMB1086,EMB1086,EMBRYO DEFECTIVE 1086,NA
EMB1087,EMB1087,EMBRYO DEFECTIVE 1087,NA
EMB1088,EMB1088,EMBRYO DEFECTIVE 1088,NA
EMB1089,EMB1089,EMBRYO DEFECTIVE 1089,NA
EMB109,EMB109,EMBRYO DEFECTIVE 109,NA
EMB1090,EMB1090,EMBRYO DEFECTIVE 1090,NA
EMB1091,EMB1091,EMBRYO DEFECTIVE 1091,NA
EMB1092,EMB1092,EMBRYO DEFECTIVE 1092,NA
EMB1093,EMB1093,EMBRYO DEFECTIVE 1093,NA
EMB1095,EMB1095,EMBRYO DEFECTIVE 1095,NA
EMB1096,EMB1096,EMBRYO DEFECTIVE 1096,NA
EMB1098,EMB1098,EMBRYO DEFECTIVE 1098,NA
EMB1099,EMB1099,EMBRYO DEFECTIVE 1099,NA
EMB110,EMB110,EMBRYO DEFECTIVE 110,NA
EMB1100,EMB1100,EMBRYO DEFECTIVE 1100,NA
EMB1101,EMB1101,EMBRYO DEFECTIVE 1101,NA
EMB1102,EMB1102,EMBRYO DEFECTIVE 1102,NA
EMB1103,EMB1103,EMBRYO DEFECTIVE 1103,NA
EMB1105,EMB1105,EMBRYO DEFECTIVE 1105,NA
EMB1106,EMB1106,EMBRYO DEFECTIVE 1106,NA
EMB1107,EMB1107,EMBRYO DEFECTIVE 1107,NA
EMB1108,EMB1108,EMBRYO DEFECTIVE 1108,NA
EMB111,EMB111,EMBRYO DEFECTIVE 111,NA
EMB1110,EMB1110,EMBRYO DEFECTIVE 1110,NA
EMB1111,EMB1111,EMBRYO DEFECTIVE 1111,NA
EMB1112,EMB1112,EMBRYO DEFECTIVE 1112,NA
EMB1113,EMB1113,EMBRYO DEFECTIVE 1113,NA
EMB1116,EMB1116,EMBRYO DEFECTIVE 1116,NA
EMB1117,EMB1117,EMBRYO DEFECTIVE 1117,NA
EMB1118,EMB1118,EMBRYO DEFECTIVE 1118,NA
EMB1119,EMB1119,EMBRYO DEFECTIVE 1119,NA
EMB1121,EMB1121,EMBRYO DEFECTIVE 1121,NA
EMB1122,EMB1122,EMBRYO DEFECTIVE 1122,NA
EMB1123,EMB1123,EMBRYO DEFECTIVE 1123,NA
EMB1125,EMB1125,EMBRYO DEFECTIVE 1125,NA
EMB1128,EMB1128,EMBRYO DEFECTIVE 1128,NA
EMB1131,EMB1131,EMBRYO DEFECTIVE 1131,NA
EMB1132,EMB1132,EMBRYO DEFECTIVE 1132,NA
EMB1133,EMB1133,EMBRYO DEFECTIVE 1133,NA
EMB1134,EMB1134,EMBRYO DEFECTIVE 1134,NA
EMB1137,EMB1137,EMBRYO DEFECTIVE 1137,NA
EMB1139,EMB1139,EMBRYO DEFECTIVE 1139,NA
EMB1140,EMB1140,EMBRYO DEFECTIVE 1140,NA
EMB1141,EMB1141,EMBRYO DEFECTIVE 1141,NA
EMB1142,EMB1142,EMBRYO DEFECTIVE 1142,NA
EMB1143,EMB1143,EMBRYO DEFECTIVE 1143,NA
EMB1145,EMB1145,EMBRYO DEFECTIVE 1145,NA
EMB1148,EMB1148,EMBRYO DEFECTIVE 1148,NA
EMB1149,EMB1149,EMBRYO DEFECTIVE 1149,NA
EMB115,EMB115,EMBRYO DEFECTIVE 115,NA
EMB1151,EMB1151,EMBRYO DEFECTIVE 1151,NA
EMB1154,EMB1154,EMBRYO DEFECTIVE 1154,NA
EMB1155,EMB1155,EMBRYO DEFECTIVE 1155,NA
EMB1156,EMB1156,EMBRYO DEFECTIVE 1156,NA
EMB1157,EMB1157,EMBRYO DEFECTIVE 1157,NA
EMB1158,EMB1158,EMBRYO DEFECTIVE 1158,NA
EMB1159,EMB1159,EMBRYO DEFECTIVE 1159,NA
EMB1160,EMB1160,EMBRYO DEFECTIVE 1160,NA
EMB1161,EMB1161,EMBRYO DEFECTIVE 1161,NA
EMB1163,EMB1163,EMBRYO DEFECTIVE 1163,NA
EMB1164,EMB1164,EMBRYO DEFECTIVE 1164,NA
EMB1165,EMB1165,EMBRYO DEFECTIVE 1165,NA
EMB1166,EMB1166,EMBRYO DEFECTIVE 1166,NA
EMB1167,EMB1167,EMBRYO DEFECTIVE 1167,NA
EMB1168,EMB1168,EMBRYO DEFECTIVE 1168,NA
EMB1169,EMB1169,EMBRYO DEFECTIVE 1169,NA
EMB117,EMB117,EMBRYO DEFECTIVE 117,NA
EMB1170,EMB1170,EMBRYO DEFECTIVE 1170,NA
EMB1171,EMB1171,EMBRYO DEFECTIVE 1171,NA
EMB1172,EMB1172,EMBRYO DEFECTIVE 1172,NA
EMB1173,EMB1173,EMBRYO DEFECTIVE 1173,NA
EMB1174,EMB1174,EMBRYO DEFECTIVE 1174,NA
EMB1176,EMB1176,EMBRYO DEFECTIVE 1176,NA
EMB1177,EMB1177,EMBRYO DEFECTIVE 1177,NA
EMB1178,EMB1178,EMBRYO DEFECTIVE 1178,NA
EMB1179,EMB1179,EMBRYO DEFECTIVE 1179,NA
EMB118,EMB118,EMBRYO DEFECTIVE 118,NA
EMB1182,EMB1182,EMBRYO DEFECTIVE 1182,NA
EMB1183,EMB1183,EMBRYO DEFECTIVE 1183,NA
EMB1184,EMB1184,EMBRYO DEFECTIVE 1184,NA
EMB1185,EMB1185,EMBRYO DEFECTIVE 1185,NA
EMB1188,EMB1188,EMBRYO DEFECTIVE 1188,NA
EMB1189,EMB1189,EMBRYO DEFECTIVE 1189,NA
EMB1190,EMB1190,EMBRYO DEFECTIVE 1190,NA
EMB1191,EMB1191,EMBRYO DEFECTIVE 1191,NA
EMB1192,EMB1192,EMBRYO DEFECTIVE 1192,NA
EMB1193,EMB1193,EMBRYO DEFECTIVE 1193,NA
EMB1194,EMB1194,EMBRYO DEFECTIVE 1194,NA
EMB1195,EMB1195,EMBRYO DEFECTIVE 1195,NA
EMB1197,EMB1197,EMBRYO DEFECTIVE 1197,NA
EMB1198,EMB1198,EMBRYO DEFECTIVE 1198,NA
EMB1199,EMB1199,EMBRYO DEFECTIVE 1199,NA
EMB120,EMB120,EMBRYO DEFECTIVE 120,NA
EMB1200,EMB1200,EMBRYO DEFECTIVE 1200,NA
EMB1203,EMB1203,EMBRYO DEFECTIVE 1203,NA
EMB1204,EMB1204,EMBRYO DEFECTIVE 1204,NA
EMB1205,EMB1205,EMBRYO DEFECTIVE 1205,NA
EMB1206,EMB1206,EMBRYO DEFECTIVE 1206,NA
EMB1207,EMB1207,EMBRYO DEFECTIVE 1207,NA
EMB1208,EMB1208,EMBRYO DEFECTIVE 1208,NA
EMB1209,EMB1209,EMBRYO DEFECTIVE 1209,NA
EMB1210,EMB1210,EMBRYO DEFECTIVE 1210,NA
EMB1212,EMB1212,EMBRYO DEFECTIVE 1212,NA
EMB1213,EMB1213,EMBRYO DEFECTIVE 1213,NA
EMB1214,EMB1214,EMBRYO DEFECTIVE 1214,NA
EMB1215,EMB1215,EMBRYO DEFECTIVE 1215,NA
EMB1216,EMB1216,EMBRYO DEFECTIVE 1216,NA
EMB1217,EMB1217,EMBRYO DEFECTIVE 1217,NA
EMB1218,EMB1218,EMBRYO DEFECTIVE 1218,NA
EMB122,EMB122,EMBRYO DEFECTIVE 122,NA
EMB1221,EMB1221,EMBRYO DEFECTIVE 1221,NA
EMB1222,EMB1222,EMBRYO DEFECTIVE 1222,NA
EMB1223,EMB1223,EMBRYO DEFECTIVE 1223,NA
EMB1224,EMB1224,EMBRYO DEFECTIVE 1224,NA
EMB1227,EMB1227,EMBRYO DEFECTIVE 1227,NA
EMB1228,EMB1228,EMBRYO DEFECTIVE 1228,NA
EMB1229,EMB1229,EMBRYO DEFECTIVE 1229,NA
EMB123,EMB123,EMBRYO DEFECTIVE 123,NA
EMB1230,EMB1230,EMBRYO DEFECTIVE 1230,NA
EMB1231,EMB1231,EMBRYO DEFECTIVE 1231,NA
EMB1232,EMB1232,EMBRYO DEFECTIVE 1232,NA
EMB1233,EMB1233,EMBRYO DEFECTIVE 1233,NA
EMB1234,EMB1234,EMBRYO DEFECTIVE 1234,NA
EMB1235,EMB1235,EMBRYO DEFECTIVE 1235,NA
EMB1237,EMB1237,EMBRYO DEFECTIVE 1237,NA
EMB1239,EMB1239,EMBRYO DEFECTIVE 1239,NA
EMB1240,EMB1240,EMBRYO DEFECTIVE 1240,NA
EMB1244,EMB1244,EMBRYO DEFECTIVE 1244,NA
EMB1246,EMB1246,EMBRYO DEFECTIVE 1246,NA
EMB1247,EMB1247,EMBRYO DEFECTIVE 1247,NA
EMB1248,EMB1248,EMBRYO DEFECTIVE 1248,NA
EMB1249,EMB1249,EMBRYO DEFECTIVE 1249,NA
EMB125,EMB125,EMBRYO DEFECTIVE 125,NA
EMB1250,EMB1250,EMBRYO DEFECTIVE 1250,NA
EMB1251,EMB1251,EMBRYO DEFECTIVE 1251,NA
EMB1252,EMB1252,EMBRYO DEFECTIVE 1252,NA
EMB1254,EMB1254,EMBRYO DEFECTIVE 1254,NA
EMB1255,EMB1255,EMBRYO DEFECTIVE 1255,NA
EMB1256,EMB1256,EMBRYO DEFECTIVE 1256,NA
EMB1257,EMB1257,EMBRYO DEFECTIVE 1257,NA
EMB1258,EMB1258,EMBRYO DEFECTIVE 1258,NA
EMB1259,EMB1259,EMBRYO DEFECTIVE 1259,NA
EMB126,EMB126,EMBRYO DEFECTIVE 126,NA
EMB1260,EMB1260,EMBRYO DEFECTIVE 1260,NA
EMB1261,EMB1261,EMBRYO DEFECTIVE 1261,NA
EMB1262,EMB1262,EMBRYO DEFECTIVE 1262,NA
EMB1264,EMB1264,EMBRYO DEFECTIVE 1264,NA
EMB1266,EMB1266,EMBRYO DEFECTIVE 1266,NA
EMB1267,EMB1267,EMBRYO DEFECTIVE 1267,NA
EMB1269,EMB1269,EMBRYO DEFECTIVE 1269,NA
EMB1271,EMB1271,EMBRYO DEFECTIVE 1271,NA
EMB1272,EMB1272,EMBRYO DEFECTIVE 1272,NA
EMB1274,EMB1274,EMBRYO DEFECTIVE 1274,NA
EMB1277,EMB1277,EMBRYO DEFECTIVE 1277,NA
EMB1278,EMB1278,EMBRYO DEFECTIVE 1278,NA
EMB1279,EMB1279,EMBRYO DEFECTIVE 1279,NA
EMB128,EMB128,EMBRYO DEFECTIVE 128,NA
EMB1280,EMB1280,EMBRYO DEFECTIVE 1280,NA
EMB1281,EMB1281,EMBRYO DEFECTIVE 1281,NA
EMB1282,EMB1282,EMBRYO DEFECTIVE 1282,NA
EMB1283,EMB1283,EMBRYO DEFECTIVE 1283,NA
EMB1284,EMB1284,EMBRYO DEFECTIVE 1284,NA
EMB1285,EMB1285,EMBRYO DEFECTIVE 1285,NA
EMB1286,EMB1286,EMBRYO DEFECTIVE 1286,NA
EMB1287,EMB1287,EMBRYO DEFECTIVE 1287,NA
EMB1288,EMB1288,EMBRYO DEFECTIVE 1288,NA
EMB129,EMB129,EMBRYO DEFECTIVE 129,NA
EMB1292,EMB1292,EMBRYO DEFECTIVE 1292,NA
EMB1293,EMB1293,EMBRYO DEFECTIVE 1293,NA
EMB1294,EMB1294,EMBRYO DEFECTIVE 1294,NA
EMB1295,EMB1295,EMBRYO DEFECTIVE 1295,NA
EMB1296,EMB1296,EMBRYO DEFECTIVE 1296,NA
EMB1297,EMB1297,EMBRYO DEFECTIVE 1297,NA
EMB1298,EMB1298,EMBRYO DEFECTIVE 1298,NA
EMB130,EMB130,EMBRYO DEFECTIVE 130,NA
EMB1300,EMB1300,EMBRYO DEFECTIVE 1300,NA
EMB1301,EMB1301,EMBRYO DEFECTIVE 1301,NA
EMB1302,EMB1302,EMBRYO DEFECTIVE 1302,NA
EMB1304,EMB1304,EMBRYO DEFECTIVE 1304,NA
EMB1305,EMB1305,EMBRYO DEFECTIVE 1305,NA
EMB1306,EMB1306,EMBRYO DEFECTIVE 1306,NA
EMB1307,EMB1307,EMBRYO DEFECTIVE 1307,NA
EMB1308,EMB1308,EMBRYO DEFECTIVE 1308,NA
EMB1309,EMB1309,EMBRYO DEFECTIVE 1309,NA
EMB131,EMB131,EMBRYO DEFECTIVE 131,NA
EMB1310,EMB1310,EMBRYO DEFECTIVE 1310,NA
EMB1311,EMB1311,EMBRYO DEFECTIVE 1311,NA
EMB1312,EMB1312,EMBRYO DEFECTIVE 1312,NA
EMB1313,EMB1313,EMBRYO DEFECTIVE 1313,NA
EMB1314,EMB1314,EMBRYO DEFECTIVE 1314,NA
EMB1315,EMB1315,EMBRYO DEFECTIVE 1315,NA
EMB1316,EMB1316,EMBRYO DEFECTIVE 1316,NA
EMB1317,EMB1317,EMBRYO DEFECTIVE 1317,NA
EMB1318,EMB1318,EMBRYO DEFECTIVE 1318,NA
EMB1319,EMB1319,EMBRYO DEFECTIVE 1319,NA
EMB132,EMB132,EMBRYO DEFECTIVE 132,NA
EMB1321,EMB1321,EMBRYO DEFECTIVE 1321,NA
EMB1322,EMB1322,EMBRYO DEFECTIVE 1322,NA
EMB1323,EMB1323,EMBRYO DEFECTIVE 1323,NA
EMB1324,EMB1324,EMBRYO DEFECTIVE 1324,NA
EMB1325,EMB1325,EMBRYO DEFECTIVE 1325,NA
EMB1327,EMB1327,EMBRYO DEFECTIVE 1327,NA
EMB1328,EMB1328,EMBRYO DEFECTIVE 1328,NA
EMB1329,EMB1329,EMBRYO DEFECTIVE 1329,NA
EMB1330,EMB1330,EMBRYO DEFECTIVE 1330,NA
EMB1331,EMB1331,EMBRYO DEFECTIVE 1331,NA
EMB1332,EMB1332,EMBRYO DEFECTIVE 1332,NA
EMB1333,EMB1333,EMBRYO DEFECTIVE 1333,NA
EMB1334,EMB1334,EMBRYO DEFECTIVE 1334,NA
EMB1335,EMB1335,EMBRYO DEFECTIVE 1335,NA
EMB1336,EMB1336,EMBRYO DEFECTIVE 1336,NA
EMB1337,EMB1337,EMBRYO DEFECTIVE 1337,NA
EMB1338,EMB1338,EMBRYO DEFECTIVE 1338,NA
EMB1339,EMB1339,EMBRYO DEFECTIVE 1339,NA
EMB1340,EMB1340,EMBRYO DEFECTIVE 1340,NA
EMB1341,EMB1341,EMBRYO DEFECTIVE 1341,NA
EMB1342,EMB1342,EMBRYO DEFECTIVE 1342,NA
EMB1343,EMB1343,EMBRYO DEFECTIVE 1343,NA
EMB1346,EMB1346,EMBRYO DEFECTIVE 1346,NA
EMB1347,EMB1347,EMBRYO DEFECTIVE 1347,NA
EMB1348,EMB1348,EMBRYO DEFECTIVE 1348,NA
EMB135,EMB135,EMBRYO DEFECTIVE 135,NA
EMB1350,EMB1350,EMBRYO DEFECTIVE 1350,NA
EMB1351,EMB1351,EMBRYO DEFECTIVE 1351,NA
EMB1352,EMB1352,EMBRYO DEFECTIVE 1352,NA
EMB1355,EMB1355,EMBRYO DEFECTIVE 1355,NA
EMB1356,EMB1356,EMBRYO DEFECTIVE 1356,NA
EMB1360,EMB1360,EMBRYO DEFECTIVE 1360,NA
EMB1362,EMB1362,EMBRYO DEFECTIVE 1362,NA
EMB1363,EMB1363,EMBRYO DEFECTIVE 1363,NA
EMB1364,EMB1364,EMBRYO DEFECTIVE 1364,NA
EMB1366,EMB1366,EMBRYO DEFECTIVE 1366,NA
EMB1368,EMB1368,EMBRYO DEFECTIVE 1368,NA
EMB1369,EMB1369,EMBRYO DEFECTIVE 1369,NA
EMB137,EMB137,EMBRYO DEFECTIVE 137,NA
EMB1370,EMB1370,EMBRYO DEFECTIVE 1370,NA
EMB1372,EMB1372,EMBRYO DEFECTIVE 1372,NA
EMB1376,EMB1376,EMBRYO DEFECTIVE 1376,NA
EMB1377,EMB1377,EMBRYO DEFECTIVE 1377,NA
EMB1378,EMB1378,EMBRYO DEFECTIVE 1378,NA
EMB1380,EMB1380,EMBRYO DEFECTIVE 1380,NA
EMB1382,EMB1382,EMBRYO DEFECTIVE 1382,NA
EMB1383,EMB1383,EMBRYO DEFECTIVE 1383,NA
EMB1384,EMB1384,EMBRYO DEFECTIVE 1384,NA
EMB1385,EMB1385,EMBRYO DEFECTIVE 1385,NA
EMB1386,EMB1386,EMBRYO DEFECTIVE 1386,NA
EMB1387,EMB1387,EMBRYO DEFECTIVE 1387,NA
EMB1388,EMB1388,EMBRYO DEFECTIVE 1388,NA
EMB1389,EMB1389,EMBRYO DEFECTIVE 1389,NA
EMB1390,EMB1390,EMBRYO DEFECTIVE 1390,NA
EMB1392,EMB1392,EMBRYO DEFECTIVE 1392,NA
EMB1393,EMB1393,EMBRYO DEFECTIVE 1393,NA
EMB1394,EMB1394,EMBRYO DEFECTIVE 1394,NA
EMB1396,EMB1396,EMBRYO DEFECTIVE 1396,NA
EMB1397,EMB1397,EMBRYO DEFECTIVE 1397,NA
EMB1398,EMB1398,EMBRYO DEFECTIVE 1398,NA
EMB1399,EMB1399,EMBRYO DEFECTIVE 1399,NA
EMB1400,EMB1400,EMBRYO DEFECTIVE 1400,NA
EMB1402,EMB1402,EMBRYO DEFECTIVE 1402,NA
EMB1403,EMB1403,EMBRYO DEFECTIVE 1403,NA
EMB1404,EMB1404,EMBRYO DEFECTIVE 1404,NA
EMB1405,EMB1405,EMBRYO DEFECTIVE 1405,NA
EMB1406,EMB1406,EMBRYO DEFECTIVE 1406,NA
EMB1409,EMB1409,EMBRYO DEFECTIVE 1409,NA
EMB141,EMB141,EMBRYO DEFECTIVE 141,NA
EMB1410,EMB1410,EMBRYO DEFECTIVE 1410,NA
EMB1411,EMB1411,EMBRYO DEFECTIVE 1411,NA
EMB1412,EMB1412,EMBRYO DEFECTIVE 1412,NA
EMB1416,EMB1416,EMBRYO DEFECTIVE 1416,NA
EMB1418,EMB1418,EMBRYO DEFECTIVE 1418,NA
EMB1419,EMB1419,EMBRYO DEFECTIVE 1419,NA
EMB1422,EMB1422,EMBRYO DEFECTIVE 1422,NA
EMB1423,EMB1423,EMBRYO DEFECTIVE 1423,NA
EMB1425,EMB1425,EMBRYO DEFECTIVE 1425,NA
EMB1426,EMB1426,EMBRYO DEFECTIVE 1426,NA
EMB1429,EMB1429,EMBRYO DEFECTIVE 1429,NA
EMB1430,EMB1430,EMBRYO DEFECTIVE 1430,NA
EMB1431,EMB1431,EMBRYO DEFECTIVE 1431,NA
EMB1432,EMB1432,EMBRYO DEFECTIVE 1432,NA
EMB1433,EMB1433,EMBRYO DEFECTIVE 1433,NA
EMB1434,EMB1434,EMBRYO DEFECTIVE 1434,NA
EMB1435,EMB1435,EMBRYO DEFECTIVE 1435,NA
EMB1437,EMB1437,EMBRYO DEFECTIVE 1437,NA
EMB1438,EMB1438,EMBRYO DEFECTIVE 1438,NA
EMB1439,EMB1439,EMBRYO DEFECTIVE 1439,NA
EMB1442,EMB1442,EMBRYO DEFECTIVE 1442,NA
EMB1443,EMB1443,EMBRYO DEFECTIVE 1443,NA
EMB1445,EMB1445,EMBRYO DEFECTIVE 1445,NA
EMB1446,EMB1446,EMBRYO DEFECTIVE 1446,NA
EMB1447,EMB1447,EMBRYO DEFECTIVE 1447,NA
EMB1448,EMB1448,EMBRYO DEFECTIVE 1448,NA
EMB1449,EMB1449,EMBRYO DEFECTIVE 1449,NA
EMB145,EMB145,EMBRYO DEFECTIVE 145,NA
EMB1450,EMB1450,EMBRYO DEFECTIVE 1450,NA
EMB1451,EMB1451,EMBRYO DEFECTIVE 1451,NA
EMB1454,EMB1454,EMBRYO DEFECTIVE 1454,NA
EMB1455,EMB1455,EMBRYO DEFECTIVE 1455,NA
EMB1456,EMB1456,EMBRYO DEFECTIVE 1456,NA
EMB1457,EMB1457,EMBRYO DEFECTIVE 1457,NA
EMB1458,EMB1458,EMBRYO DEFECTIVE 1458,NA
EMB146,EMB146,EMBRYO DEFECTIVE 146,NA
EMB1460,EMB1460,EMBRYO DEFECTIVE 1460,NA
EMB1461,EMB1461,EMBRYO DEFECTIVE 1461,NA
EMB1463,EMB1463,EMBRYO DEFECTIVE 1463,NA
EMB1465,EMB1465,EMBRYO DEFECTIVE 1465,NA
EMB1468,EMB1468,EMBRYO DEFECTIVE 1468,NA
EMB1469,EMB1469,EMBRYO DEFECTIVE 1469,NA
EMB1470,EMB1470,EMBRYO DEFECTIVE 1470,NA
EMB1471,EMB1471,EMBRYO DEFECTIVE 1471,NA
EMB1472,EMB1472,EMBRYO DEFECTIVE 1472,NA
EMB1474,EMB1474,EMBRYO DEFECTIVE 1474,NA
EMB1475,EMB1475,EMBRYO DEFECTIVE 1475,NA
EMB1477,EMB1477,EMBRYO DEFECTIVE 1477,NA
EMB1478,EMB1478,EMBRYO DEFECTIVE 1478,NA
EMB1479,EMB1479,EMBRYO DEFECTIVE 1479,NA
EMB148,EMB148,EMBRYO DEFECTIVE 148,NA
EMB1480,EMB1480,EMBRYO DEFECTIVE 1480,NA
EMB1481,EMB1481,EMBRYO DEFECTIVE 1481,NA
EMB1482,EMB1482,EMBRYO DEFECTIVE 1482,NA
EMB1483,EMB1483,EMBRYO DEFECTIVE 1483,NA
EMB1484,EMB1484,EMBRYO DEFECTIVE 1484,NA
EMB1485,EMB1485,EMBRYO DEFECTIVE 1485,NA
EMB1487,EMB1487,EMBRYO DEFECTIVE 1487,NA
EMB1488,EMB1488,EMBRYO DEFECTIVE 1488,NA
EMB1489,EMB1489,EMBRYO DEFECTIVE 1489,NA
EMB149,EMB149,EMBRYO DEFECTIVE 149,NA
EMB1490,EMB1490,EMBRYO DEFECTIVE 1490,NA
EMB1491,EMB1491,EMBRYO DEFECTIVE 1491,NA
EMB1492,EMB1492,EMBRYO DEFECTIVE 1492,NA
EMB1493,EMB1493,EMBRYO DEFECTIVE 1493,NA
EMB1494,EMB1494,EMBRYO DEFECTIVE 1494,NA
EMB1495,EMB1495,EMBRYO DEFECTIVE 1495,NA
EMB1496,EMB1496,EMBRYO DEFECTIVE 1496,NA
EMB1497,EMB1497,EMBRYO DEFECTIVE 1497,NA
EMB1498,EMB1498,EMBRYO DEFECTIVE 1498,NA
EMB1499,EMB1499,EMBRYO DEFECTIVE 1499,NA
EMB15,EMB15,EMBRYO DEFECTIVE 15,NA
EMB150,EMB150,EMBRYO DEFECTIVE 150,NA
EMB1502,EMB1502,EMBRYO DEFECTIVE 1502,NA
EMB1503,EMB1503,EMBRYO DEFECTIVE 1503,NA
EMB1504,EMB1504,EMBRYO DEFECTIVE 1504,NA
EMB1505,EMB1505,EMBRYO DEFECTIVE 1505,NA
EMB1506,EMB1506,EMBRYO DEFECTIVE 1506,NA
EMB1508,EMB1508,EMBRYO DEFECTIVE 1508,NA
EMB1509,EMB1509,EMBRYO DEFECTIVE 1509,NA
EMB151,EMB151,EMBRYO DEFECTIVE 151,NA
EMB1510,EMB1510,EMBRYO DEFECTIVE 1510,NA
EMB1511,EMB1511,EMBRYO DEFECTIVE 1511,NA
EMB1512,EMB1512,EMBRYO DEFECTIVE 1512,NA
EMB1514,EMB1514,EMBRYO DEFECTIVE 1514,NA
EMB1515,EMB1515,EMBRYO DEFECTIVE 1515,NA
EMB1516,EMB1516,EMBRYO DEFECTIVE 1516,NA
EMB1517,EMB1517,EMBRYO DEFECTIVE 1517,NA
EMB1518,EMB1518,EMBRYO DEFECTIVE 1518,NA
EMB1519,EMB1519,EMBRYO DEFECTIVE 1519,NA
EMB152,EMB152,EMBRYO DEFECTIVE 152,NA
EMB1520,EMB1520,EMBRYO DEFECTIVE 1520,NA
EMB1521,EMB1521,EMBRYO DEFECTIVE 1521,NA
EMB1522,EMB1522,EMBRYO DEFECTIVE 1522,NA
EMB1523,EMB1523,EMBRYO DEFECTIVE 1523,NA
EMB1524,EMB1524,EMBRYO DEFECTIVE 1524,NA
EMB1525,EMB1525,EMBRYO DEFECTIVE 1525,NA
EMB1527,EMB1527,EMBRYO DEFECTIVE 1527,NA
EMB1528,EMB1528,EMBRYO DEFECTIVE 1528,NA
EMB1529,EMB1529,EMBRYO DEFECTIVE 1529,NA
EMB153,EMB153,EMBRYO DEFECTIVE 153,NA
EMB1530,EMB1530,EMBRYO DEFECTIVE 1530,NA
EMB1531,EMB1531,EMBRYO DEFECTIVE 1531,NA
EMB1533,EMB1533,EMBRYO DEFECTIVE 1533,NA
EMB1534,EMB1534,EMBRYO DEFECTIVE 1534,NA
EMB1536,EMB1536,EMBRYO DEFECTIVE 1536,NA
EMB1537,EMB1537,EMBRYO DEFECTIVE 1537,NA
EMB1538,EMB1538,EMBRYO DEFECTIVE 1538,NA
EMB1539,EMB1539,EMBRYO DEFECTIVE 1539,NA
EMB154,EMB154,EMBRYO DEFECTIVE 154,NA
EMB1540,EMB1540,EMBRYO DEFECTIVE 1540,NA
EMB1541,EMB1541,EMBRYO DEFECTIVE 1541,NA
EMB1542,EMB1542,EMBRYO DEFECTIVE 1542,NA
EMB1543,EMB1543,EMBRYO DEFECTIVE 1543,NA
EMB1544,EMB1544,EMBRYO DEFECTIVE 1544,NA
EMB1546,EMB1546,EMBRYO DEFECTIVE 1546,NA
EMB1548,EMB1548,EMBRYO DEFECTIVE 1548,NA
EMB1549,EMB1549,EMBRYO DEFECTIVE 1549,NA
EMB1550,EMB1550,EMBRYO DEFECTIVE 1550,NA
EMB1551,EMB1551,EMBRYO DEFECTIVE 1551,NA
EMB1552,EMB1552,EMBRYO DEFECTIVE 1552,NA
EMB1553,EMB1553,EMBRYO DEFECTIVE 1553,NA
EMB1554,EMB1554,EMBRYO DEFECTIVE 1554,NA
EMB1555,EMB1555,EMBRYO DEFECTIVE 1555,NA
EMB1556,EMB1556,EMBRYO DEFECTIVE 1556,NA
EMB1557,EMB1557,EMBRYO DEFECTIVE 1557,NA
EMB1559,EMB1559,EMBRYO DEFECTIVE 1559,NA
EMB1560,EMB1560,EMBRYO DEFECTIVE 1560,NA
EMB1562,EMB1562,EMBRYO DEFECTIVE 1562,NA
EMB1564,EMB1564,EMBRYO DEFECTIVE 1564,NA
EMB1566,EMB1566,EMBRYO DEFECTIVE 1566,NA
EMB1567,EMB1567,EMBRYO DEFECTIVE 1567,NA
EMB1568,EMB1568,EMBRYO DEFECTIVE 1568,NA
EMB1569,EMB1569,EMBRYO DEFECTIVE 1569,NA
EMB1570,EMB1570,EMBRYO DEFECTIVE 1570,NA
EMB1571,EMB1571,EMBRYO DEFECTIVE 1571,NA
EMB1572,EMB1572,EMBRYO DEFECTIVE 1572,NA
EMB1574,EMB1574,EMBRYO DEFECTIVE 1574,NA
EMB1575,EMB1575,EMBRYO DEFECTIVE 1575,NA
